hour,is_weekend,weather,road_type,avg_speed,cars,motorcycles,buses,trucks,total_vehicles
13,1,Clear,Suburban,64,15,9,2,4,14
16,0,Clear,Suburban,47,16,7,3,2,46
16,0,Rain,Urban,74,15,14,4,3,17
11,1,Clear,Urban,84,18,12,2,3,22
6,0,Clear,Urban,62,17,11,1,3,20
9,1,Clear,Highway,40,44,18,7,2,53
17,0,Clear,Urban,29,38,16,3,5,84
7,0,Rain,Urban,29,52,24,6,3,77
5,1,Clear,Urban,74,6,3,0,1,4
6,0,Rain,Highway,64,29,10,4,2,25
23,0,Clear,Suburban,67,24,7,1,4,30
13,1,Rain,Suburban,72,23,14,1,3,17
14,1,Clear,Urban,68,12,10,2,2,30
9,0,Clear,Highway,28,41,13,3,5,84
23,0,Clear,Highway,88,25,8,2,4,26
16,0,Clear,Suburban,81,26,6,1,2,20
18,0,Fog,Suburban,48,31,12,7,6,41
5,0,Clear,Highway,71,8,1,1,2,18
10,1,Clear,Urban,69,12,13,3,3,14
4,1,Clear,Suburban,82,4,3,0,1,8
16,1,Rain,Highway,75,12,7,1,2,20
11,1,Clear,Suburban,81,23,7,1,4,15
9,0,Clear,Highway,23,56,18,5,2,91
1,0,Clear,Urban,63,10,3,1,1,5
18,1,Clear,Urban,46,33,23,5,2,50
15,1,Clear,Highway,89,17,5,3,4,15
17,0,Fog,Highway,53,35,24,5,6,43
3,0,Clear,Urban,81,9,3,0,1,13
22,0,Rain,Suburban,70,27,13,4,2,33
19,0,Rain,Urban,59,40,21,6,3,44
14,1,Rain,Urban,72,20,5,2,2,19
11,1,Clear,Urban,88,20,9,1,4,23
12,1,Clear,Suburban,89,11,8,3,4,16
15,0,Fog,Suburban,75,18,8,2,3,17
21,0,Clear,Highway,81,28,10,2,3,25
5,0,Rain,Highway,88,9,2,1,2,12
11,1,Rain,Highway,78,9,5,4,3,21
9,0,Clear,Urban,49,35,21,7,2,52
1,0,Clear,Suburban,88,8,4,1,2,7
19,0,Clear,Highway,33,56,14,6,6,92
10,1,Rain,Highway,87,17,8,1,3,13
3,1,Rain,Highway,70,6,1,0,1,4
7,0,Rain,Suburban,58,42,22,6,3,52
3,0,Clear,Suburban,79,3,3,0,1,5
10,0,Clear,Highway,72,13,8,1,4,28
7,0,Fog,Urban,79,49,11,6,5,38
4,0,Clear,Suburban,89,5,3,0,1,5
22,0,Clear,Highway,49,24,13,4,2,47
4,0,Clear,Urban,83,8,1,1,1,5
2,0,Clear,Urban,87,6,1,1,1,15
9,0,Clear,Highway,25,36,12,3,2,87
1,0,Clear,Urban,68,7,3,1,1,16
4,0,Clear,Urban,79,11,3,0,1,5
13,0,Clear,Urban,60,19,14,1,4,23
10,0,Clear,Highway,56,15,6,2,4,48
5,0,Clear,Urban,75,4,2,0,2,19
19,0,Rain,Highway,26,37,18,5,4,72
22,0,Clear,Suburban,57,17,11,2,2,41
16,0,Clear,Highway,44,28,6,4,2,46
17,0,Clear,Urban,20,31,15,6,3,98
22,1,Rain,Suburban,78,9,10,3,3,22
5,0,Clear,Highway,63,9,2,0,1,15
8,0,Rain,Suburban,51,44,18,5,3,60
4,1,Clear,Urban,73,5,2,1,1,4
9,0,Clear,Urban,43,57,21,4,6,70
15,0,Clear,Urban,80,27,5,1,3,26
9,0,Clear,Urban,27,41,19,5,5,80
16,0,Clear,Urban,86,19,12,4,2,24
23,0,Fog,Urban,72,17,6,4,3,28
11,0,Clear,Highway,45,15,14,2,2,49
20,1,Rain,Highway,68,20,6,3,3,26
9,0,Clear,Urban,35,49,11,6,6,91
3,0,Rain,Suburban,86,10,4,1,1,15
18,0,Clear,Highway,37,45,22,4,3,81
17,1,Clear,Highway,50,31,22,3,4,67
16,1,Clear,Urban,83,11,10,4,2,26
1,0,Clear,Urban,85,5,4,0,2,14
2,1,Clear,Urban,89,4,1,1,1,13
10,0,Clear,Highway,64,18,13,3,4,33
7,0,Clear,Urban,50,42,12,3,4,62
14,0,Clear,Suburban,88,14,8,3,4,20
3,0,Clear,Urban,80,10,3,0,1,9
6,1,Clear,Suburban,65,11,13,4,3,28
5,1,Clear,Urban,78,3,3,0,2,12
0,0,Clear,Suburban,65,11,2,0,1,14
9,0,Clear,Suburban,21,43,12,4,2,89
8,1,Clear,Urban,40,32,20,3,2,59
10,0,Clear,Suburban,87,27,5,4,2,26
7,1,Clear,Suburban,81,35,10,5,4,39
4,1,Rain,Urban,89,7,3,0,1,5
20,1,Clear,Suburban,80,18,10,4,2,32
6,0,Clear,Urban,88,14,5,3,2,23
3,0,Clear,Highway,81,5,4,0,2,7
22,1,Clear,Highway,83,20,6,3,4,23
20,0,Clear,Suburban,56,15,5,4,3,46
2,1,Clear,Suburban,66,4,2,1,2,13
8,1,Clear,Highway,53,24,11,7,6,65
21,0,Clear,Urban,71,21,14,1,2,20
14,0,Clear,Highway,42,24,9,1,3,45
4,0,Clear,Suburban,68,6,3,1,2,9
23,1,Clear,Urban,73,17,14,2,3,33
1,0,Clear,Urban,65,5,2,0,1,19
19,0,Clear,Suburban,39,52,15,3,5,92
14,1,Clear,Suburban,72,15,11,4,3,31
14,0,Rain,Highway,64,26,9,1,3,31
5,1,Clear,Highway,64,5,3,0,2,5
7,1,Clear,Highway,43,39,23,7,5,42
20,0,Clear,Urban,77,17,7,2,2,39
11,0,Clear,Suburban,71,14,6,4,2,28
19,0,Fog,Urban,58,57,14,3,6,52
9,0,Rain,Suburban,55,48,15,6,5,54
18,1,Clear,Highway,52,35,12,3,5,47
17,0,Clear,Highway,34,41,10,6,5,96
5,0,Clear,Suburban,77,7,2,0,1,8
14,1,Fog,Urban,80,12,8,2,4,19
3,1,Rain,Suburban,63,2,2,0,1,2
7,1,Fog,Suburban,81,47,16,4,3,28
6,0,Rain,Highway,67,28,5,3,2,22
5,0,Rain,Suburban,74,6,2,1,1,12
10,0,Rain,Highway,65,29,8,4,2,32
22,0,Clear,Highway,74,27,6,3,3,22
1,1,Rain,Suburban,82,2,1,1,2,6
7,0,Clear,Highway,37,39,20,6,3,72
3,1,Clear,Suburban,88,7,4,0,2,10
9,1,Clear,Highway,46,33,12,3,6,44
17,1,Clear,Highway,58,44,23,6,5,44
9,1,Clear,Urban,45,45,21,3,5,59
6,0,Fog,Urban,74,21,14,1,4,24
0,1,Rain,Suburban,85,8,2,0,1,5
4,0,Clear,Highway,70,6,4,0,2,19
18,0,Clear,Suburban,30,55,20,7,2,78
10,0,Clear,Suburban,60,17,6,4,3,28
5,1,Clear,Suburban,64,3,3,0,2,7
8,0,Clear,Highway,30,45,22,5,2,76
5,0,Clear,Urban,65,10,3,0,1,11
21,1,Clear,Suburban,70,16,7,3,3,24
4,1,Clear,Urban,72,3,4,0,1,7
18,0,Clear,Suburban,59,51,21,5,6,65
7,0,Clear,Highway,24,46,17,6,4,86
18,0,Clear,Urban,50,30,16,5,5,58
21,0,Clear,Highway,66,29,7,2,3,36
19,0,Clear,Highway,34,41,17,3,3,71
3,0,Fog,Urban,62,6,3,0,2,10
17,1,Clear,Highway,80,31,17,6,6,36
14,0,Clear,Suburban,66,16,13,3,2,26
16,0,Clear,Highway,46,17,10,3,3,43
6,1,Fog,Suburban,71,22,11,1,4,9
7,1,Clear,Urban,43,44,20,5,2,43
6,0,Clear,Urban,69,16,5,3,3,33
3,0,Clear,Suburban,74,9,4,0,2,6
14,0,Rain,Highway,69,12,11,4,3,23
14,0,Clear,Suburban,61,21,14,4,3,34
2,0,Clear,Highway,73,8,3,1,1,5
12,1,Clear,Highway,87,11,14,3,3,30
18,1,Clear,Urban,57,47,11,3,5,58
22,0,Clear,Highway,76,25,7,1,2,34
9,0,Clear,Suburban,27,48,20,4,6,93
23,0,Clear,Urban,63,19,11,4,4,21
12,0,Fog,Suburban,86,19,10,1,4,13
16,0,Fog,Suburban,76,28,7,2,2,15
1,0,Clear,Urban,69,4,4,1,2,9
14,0,Clear,Suburban,56,22,6,4,2,48
20,0,Clear,Urban,46,20,13,4,2,46
10,1,Clear,Highway,73,20,12,1,4,21
10,0,Clear,Highway,71,15,14,2,2,30
23,1,Fog,Urban,89,18,13,4,2,15
22,0,Clear,Suburban,78,17,11,4,2,35
19,0,Clear,Suburban,28,36,22,7,6,78
18,0,Rain,Suburban,36,42,14,4,5,75
2,0,Rain,Urban,68,11,4,1,2,11
5,0,Rain,Suburban,79,7,2,0,1,9
7,0,Clear,Urban,21,39,12,3,6,84
14,0,Clear,Urban,54,15,9,3,2,43
13,0,Rain,Highway,71,27,11,2,4,33
16,0,Clear,Suburban,88,22,13,2,4,21
1,1,Clear,Highway,68,2,4,0,1,4
13,1,Clear,Highway,67,13,7,3,2,22
9,0,Clear,Urban,24,40,10,5,5,80
18,0,Clear,Highway,26,31,24,5,2,79
8,0,Clear,Highway,21,46,12,3,5,78
9,0,Clear,Highway,47,38,24,6,3,55
4,0,Fog,Highway,73,7,3,0,2,7
9,0,Fog,Highway,60,56,17,5,2,30
5,0,Clear,Suburban,83,7,3,1,2,7
20,0,Clear,Suburban,88,16,7,1,3,30
2,1,Clear,Suburban,64,8,1,1,1,6
11,0,Clear,Highway,82,26,13,1,3,20
14,0,Clear,Suburban,62,19,9,4,2,21
6,0,Clear,Highway,74,29,11,2,4,33
2,1,Clear,Urban,80,8,3,1,2,7
12,1,Clear,Urban,68,23,5,3,3,18
6,0,Clear,Suburban,71,25,8,2,2,33
17,0,Clear,Urban,47,51,15,4,3,65
4,0,Clear,Suburban,63,7,1,1,2,13
17,0,Clear,Suburban,41,57,20,7,5,51
21,0,Clear,Urban,70,13,6,1,2,33
3,0,Fog,Suburban,64,6,3,1,1,6
9,1,Rain,Urban,40,25,16,4,3,53
23,1,Rain,Suburban,88,9,13,1,2,11
1,0,Rain,Urban,79,6,3,0,1,4
10,0,Clear,Suburban,82,22,13,1,3,34
10,0,Rain,Urban,67,16,13,3,2,35
13,0,Clear,Highway,83,27,12,1,3,38
23,0,Clear,Urban,67,22,10,3,3,26
3,0,Rain,Urban,75,8,1,1,2,11
23,1,Fog,Highway,64,10,7,4,3,13
16,1,Clear,Highway,75,17,11,3,2,29
7,0,Clear,Highway,47,45,12,5,5,65
2,0,Clear,Highway,63,10,1,1,2,12
0,0,Rain,Urban,83,8,3,1,1,14
21,0,Rain,Highway,83,17,13,1,3,23
16,1,Clear,Highway,80,16,10,3,4,29
7,0,Fog,Suburban,47,48,11,4,4,57
10,1,Clear,Urban,85,22,5,1,2,28
8,1,Clear,Suburban,50,29,22,6,4,56
22,1,Rain,Urban,63,18,14,1,4,17
9,0,Clear,Urban,43,44,22,7,5,69
6,0,Clear,Suburban,62,28,13,4,3,21
18,1,Clear,Urban,56,28,22,4,5,44
5,0,Clear,Urban,69,6,3,1,2,5
22,1,Clear,Urban,76,22,9,4,3,30
18,0,Clear,Highway,31,50,15,3,5,83
10,0,Clear,Urban,73,25,13,1,4,33
19,1,Clear,Urban,52,25,24,5,5,43
22,0,Clear,Suburban,45,21,6,3,2,42
17,0,Clear,Suburban,37,39,15,6,2,78
15,0,Fog,Urban,73,28,6,2,4,25
14,0,Rain,Urban,84,29,10,4,4,17
15,0,Clear,Urban,66,28,14,1,2,24
7,0,Clear,Urban,26,31,23,6,2,83
2,0,Clear,Urban,82,11,3,1,2,16
16,0,Clear,Urban,83,29,9,3,4,38
6,1,Clear,Highway,86,9,5,4,2,16
7,1,Clear,Urban,51,36,12,5,6,43
14,0,Clear,Suburban,51,20,8,2,2,44
16,0,Clear,Highway,80,19,12,2,2,27
17,0,Rain,Suburban,36,53,18,4,3,72
13,0,Rain,Highway,80,17,14,4,4,19
14,0,Clear,Highway,41,21,10,2,4,47
0,0,Clear,Highway,64,5,1,1,2,11
21,1,Clear,Urban,60,12,5,2,3,32
4,1,Fog,Highway,65,6,3,1,1,6
8,1,Clear,Suburban,59,41,20,7,3,56
17,0,Clear,Urban,33,36,10,6,2,96
5,0,Clear,Suburban,77,9,1,0,2,18
18,1,Clear,Highway,57,43,24,4,5,44
15,0,Rain,Highway,76,13,14,3,2,31
20,0,Clear,Highway,52,17,9,2,2,45
0,0,Clear,Urban,77,4,4,1,2,8
0,0,Fog,Urban,86,9,1,0,2,4
4,0,Clear,Urban,76,9,1,0,1,5
6,0,Clear,Urban,79,13,8,4,3,30
6,0,Clear,Urban,85,14,7,3,2,31
11,1,Rain,Suburban,75,16,5,2,2,20
15,0,Clear,Urban,68,12,11,4,4,38
19,0,Rain,Urban,58,31,22,3,4,70
0,0,Rain,Urban,77,6,4,1,1,8
15,0,Clear,Highway,74,25,12,3,3,23
10,1,Clear,Highway,82,12,5,1,3,18
3,0,Clear,Highway,75,11,2,1,2,9
20,0,Clear,Urban,75,15,14,4,3,39
7,0,Clear,Urban,37,58,13,4,5,98
3,0,Rain,Highway,74,6,4,0,1,7
0,0,Rain,Suburban,75,7,4,1,2,10
0,0,Rain,Suburban,67,6,4,1,1,8
15,1,Clear,Urban,68,11,14,3,2,21
14,0,Fog,Highway,84,14,11,2,3,22
22,0,Fog,Highway,62,27,12,4,2,24
19,1,Fog,Suburban,60,46,18,5,6,30
5,0,Rain,Highway,68,8,4,1,2,4
7,0,Clear,Urban,50,40,17,3,2,52
3,0,Rain,Suburban,72,11,2,0,2,8
5,1,Clear,Highway,66,8,3,1,2,6
20,1,Rain,Urban,89,14,13,1,2,17
16,0,Clear,Suburban,85,29,11,3,2,20
5,1,Clear,Urban,82,6,3,0,1,7
15,1,Clear,Urban,87,17,8,4,3,25
7,1,Clear,Highway,49,40,15,7,6,58
19,0,Clear,Suburban,25,40,10,6,4,95
23,0,Fog,Suburban,79,25,11,1,2,12
11,0,Clear,Suburban,70,29,14,4,2,37
22,0,Fog,Urban,75,19,12,3,2,17
2,0,Clear,Urban,77,3,4,1,2,10
13,1,Clear,Highway,83,13,10,4,4,34
17,0,Clear,Urban,44,30,15,3,2,62
18,0,Clear,Urban,38,43,13,4,3,95
1,0,Clear,Urban,79,8,2,0,1,5
19,0,Clear,Urban,53,54,12,3,2,66
20,0,Clear,Suburban,50,27,9,4,4,45
4,0,Clear,Urban,71,9,1,1,2,16
9,0,Clear,Urban,55,42,16,6,6,55
21,0,Clear,Suburban,56,12,11,1,3,47
13,1,Clear,Urban,67,18,7,1,3,14
4,0,Clear,Highway,70,5,4,0,2,15
21,0,Clear,Highway,48,19,11,2,4,48
4,1,Clear,Urban,65,8,2,0,2,11
22,1,Fog,Urban,71,17,10,1,2,13
22,1,Clear,Urban,66,16,7,2,4,25
7,0,Clear,Highway,23,43,16,3,6,80
16,0,Clear,Highway,67,29,11,3,2,33
1,0,Clear,Urban,60,11,3,1,1,16
1,0,Clear,Highway,65,9,4,0,2,17
23,0,Clear,Urban,78,22,11,1,3,40
23,0,Clear,Highway,62,12,14,4,2,33
18,0,Clear,Suburban,41,43,16,4,3,62
4,0,Fog,Highway,62,6,2,0,2,5
4,1,Clear,Highway,73,2,1,1,1,9
11,0,Clear,Urban,80,21,5,2,2,33
4,0,Clear,Suburban,74,9,3,1,2,15
1,0,Clear,Urban,74,4,2,0,2,14
23,1,Clear,Urban,72,10,8,4,3,22
6,0,Clear,Urban,70,28,5,1,2,25
4,1,Fog,Highway,63,4,3,0,1,2
10,1,Clear,Urban,75,11,5,3,4,32
6,1,Clear,Urban,81,12,5,2,2,34
18,1,Clear,Suburban,50,28,18,6,6,44
22,0,Clear,Suburban,71,21,14,3,4,20
16,1,Rain,Urban,70,21,12,4,2,21
9,0,Fog,Suburban,45,49,10,5,3,49
21,1,Rain,Suburban,63,12,9,2,3,15
18,0,Clear,Highway,27,44,16,3,2,76
23,0,Clear,Suburban,60,14,14,1,4,28
18,0,Clear,Urban,21,49,12,6,2,81
16,1,Clear,Urban,61,18,9,4,2,20
11,0,Clear,Urban,83,23,13,1,2,25
12,1,Clear,Suburban,88,19,12,4,2,32
12,0,Clear,Urban,75,16,9,2,4,34
19,0,Clear,Urban,23,51,22,7,5,75
0,0,Clear,Suburban,68,8,2,0,1,5
1,1,Clear,Highway,65,4,1,1,2,9
19,1,Fog,Suburban,67,37,11,7,2,36
14,1,Clear,Urban,60,12,8,1,2,16
4,0,Clear,Suburban,72,9,3,1,1,11
7,0,Clear,Urban,23,48,10,7,3,96
19,0,Clear,Highway,39,56,24,3,3,83
15,0,Clear,Suburban,81,16,7,1,4,27
4,0,Clear,Urban,64,3,3,0,1,9
7,0,Clear,Urban,26,36,22,5,4,71
8,0,Clear,Urban,42,52,15,6,4,67
8,1,Clear,Urban,52,37,18,3,2,60
8,0,Clear,Urban,37,52,10,3,5,97
16,1,Clear,Urban,74,12,12,1,3,16
1,1,Clear,Suburban,78,3,1,1,1,7
2,1,Rain,Urban,84,6,2,0,1,5
23,0,Clear,Suburban,52,12,7,1,3,42
4,0,Clear,Urban,77,3,1,0,2,18
1,0,Clear,Urban,79,6,2,1,2,19
16,1,Clear,Urban,69,10,9,4,3,23
13,1,Clear,Urban,67,19,12,3,2,18
14,1,Clear,Urban,70,16,10,4,2,21
20,0,Fog,Urban,84,17,14,2,2,24
3,1,Clear,Highway,67,4,1,0,1,12
17,1,Clear,Urban,53,38,12,3,3,58
12,0,Rain,Suburban,86,23,7,1,4,16
2,0,Clear,Urban,69,6,3,1,1,5
14,0,Rain,Highway,75,27,5,4,4,35
12,0,Clear,Suburban,59,26,8,4,2,43
23,0,Rain,Suburban,77,22,6,2,3,23
0,0,Clear,Highway,81,9,3,1,1,14
21,0,Clear,Urban,57,22,5,4,2,45
3,0,Clear,Suburban,62,4,2,0,2,7
20,0,Rain,Highway,87,18,14,4,4,35
15,0,Clear,Urban,77,20,10,3,4,32
21,0,Clear,Highway,84,26,6,4,3,29
1,0,Rain,Highway,82,4,1,0,1,8
16,0,Clear,Highway,74,26,13,3,2,21
17,0,Clear,Highway,57,59,18,4,2,50
6,0,Clear,Highway,82,13,12,3,3,32
23,1,Clear,Suburban,81,20,13,2,4,28
14,1,Clear,Suburban,88,16,7,4,2,21
1,0,Clear,Urban,87,3,3,0,1,6
2,0,Rain,Urban,68,5,2,1,2,13
10,0,Rain,Suburban,85,13,14,1,3,32
10,1,Clear,Highway,82,19,11,2,3,23
17,0,Clear,Highway,20,49,12,3,5,96
19,0,Clear,Suburban,56,34,16,3,4,55
15,0,Clear,Urban,48,23,10,2,4,43
5,0,Fog,Urban,88,7,1,0,1,10
20,0,Clear,Urban,80,28,10,4,3,37
13,0,Rain,Highway,69,14,9,3,3,38
12,0,Rain,Suburban,67,24,6,4,2,21
17,0,Rain,Highway,50,55,24,4,3,60
8,0,Rain,Highway,53,45,21,4,4,54
6,1,Clear,Suburban,61,14,9,4,2,25
1,1,Clear,Highway,62,5,4,1,2,6
0,1,Rain,Suburban,62,4,4,0,1,3
23,0,Clear,Urban,45,17,8,1,3,43
23,0,Clear,Highway,68,20,14,1,4,25
20,0,Rain,Urban,83,13,10,4,3,24
22,1,Rain,Urban,64,12,13,1,2,17
9,1,Fog,Urban,68,42,11,7,5,31
23,0,Clear,Highway,63,27,5,1,3,20
15,0,Fog,Suburban,71,18,9,1,3,16
10,0,Clear,Urban,82,16,11,4,3,40
22,0,Clear,Suburban,67,19,12,2,2,32
12,0,Rain,Highway,73,25,8,3,4,20
21,0,Clear,Urban,88,24,12,4,4,37
20,0,Rain,Urban,79,21,12,2,3,22
23,0,Clear,Suburban,57,21,10,2,3,41
4,0,Rain,Suburban,79,9,3,1,2,11
8,0,Clear,Urban,47,56,17,5,3,63
2,1,Clear,Highway,65,3,1,0,2,6
13,0,Fog,Suburban,80,23,14,2,2,29
9,0,Clear,Urban,25,38,16,4,6,89
4,0,Clear,Urban,62,11,1,1,1,12
5,0,Clear,Urban,89,3,3,1,1,18
2,1,Clear,Suburban,75,4,2,1,1,11
10,1,Clear,Urban,80,17,5,2,3,20
15,1,Clear,Urban,77,20,8,1,2,20
18,0,Rain,Highway,46,34,19,6,6,48
20,0,Clear,Urban,74,15,11,2,4,38
8,0,Clear,Suburban,25,41,19,7,4,82
18,1,Fog,Urban,78,35,22,7,6,39
17,0,Rain,Highway,51,59,19,5,2,52
20,1,Fog,Suburban,68,10,11,4,3,19
11,0,Rain,Suburban,77,16,14,3,3,20
14,1,Clear,Urban,80,17,14,2,4,22
13,0,Clear,Suburban,65,14,12,2,2,35
15,0,Clear,Highway,79,18,8,3,4,29
7,0,Clear,Urban,30,50,11,4,4,71
21,1,Clear,Suburban,69,12,9,3,2,26
13,0,Clear,Urban,82,21,14,4,3,29
6,1,Clear,Urban,85,18,5,4,2,16
12,0,Clear,Highway,70,20,14,1,4,21
14,0,Clear,Suburban,60,18,14,3,4,36
16,0,Rain,Urban,78,24,14,3,3,19
15,1,Clear,Suburban,76,18,13,1,4,31
1,0,Clear,Urban,75,6,2,1,2,14
22,0,Clear,Urban,48,27,9,3,4,41
19,0,Clear,Urban,59,33,22,6,2,54
18,0,Fog,Suburban,47,30,23,4,5,52
2,1,Clear,Urban,61,5,1,1,2,10
17,0,Clear,Suburban,34,37,24,6,4,96
9,0,Clear,Suburban,56,33,14,6,2,59
6,1,Clear,Highway,87,12,9,2,4,30
8,1,Clear,Suburban,45,37,21,4,6,43
22,1,Clear,Urban,68,9,9,1,4,32
7,0,Clear,Urban,40,35,18,6,4,68
13,1,Rain,Urban,84,16,5,4,4,16
2,1,Clear,Highway,69,6,3,0,2,9
5,0,Clear,Urban,84,3,2,0,1,10
20,1,Clear,Highway,63,22,14,2,4,14
5,0,Clear,Suburban,66,4,2,1,2,8
11,0,Clear,Urban,79,21,11,2,3,25
12,0,Fog,Highway,81,28,6,2,3,15
19,0,Clear,Highway,24,57,18,4,6,76
22,0,Clear,Highway,59,25,14,3,4,48
22,0,Clear,Suburban,44,21,12,1,2,45
10,0,Clear,Highway,65,15,7,4,3,34
11,0,Clear,Suburban,41,21,11,4,2,48
13,0,Clear,Suburban,70,13,5,2,3,23
20,0,Clear,Highway,66,19,10,2,2,20
4,0,Rain,Urban,85,11,1,1,1,15
5,0,Clear,Suburban,75,6,3,0,1,17
21,0,Rain,Urban,67,19,6,3,2,25
23,1,Fog,Urban,85,14,6,2,4,18
11,0,Clear,Suburban,75,22,14,4,4,30
7,0,Clear,Suburban,58,43,11,3,3,54
12,1,Clear,Highway,75,12,13,1,2,28
2,1,Clear,Urban,63,6,4,0,2,9
18,1,Clear,Highway,58,39,17,6,5,44
17,0,Fog,Highway,59,37,19,6,4,54
5,0,Clear,Urban,70,4,3,1,1,8
16,0,Clear,Urban,70,20,7,3,3,30
19,1,Fog,Urban,87,36,20,3,4,34
21,0,Clear,Highway,75,24,10,1,3,22
9,0,Clear,Suburban,38,51,19,6,4,97
13,1,Clear,Highway,82,19,10,3,3,30
14,1,Clear,Highway,71,11,11,4,3,31
12,0,Rain,Suburban,63,21,13,1,4,32
6,0,Clear,Highway,47,27,9,3,2,49
8,0,Clear,Suburban,29,36,17,7,6,71
4,0,Clear,Urban,82,10,2,0,2,15
21,0,Fog,Urban,63,21,14,3,3,19
16,0,Clear,Urban,71,20,10,2,2,35
17,1,Rain,Highway,47,43,19,5,6,44
1,0,Clear,Highway,69,4,4,0,2,10
17,0,Rain,Urban,52,57,21,3,2,67
3,0,Rain,Highway,72,8,1,0,2,14
6,0,Clear,Urban,83,27,13,3,3,23
10,0,Clear,Highway,83,20,12,2,3,24
22,0,Clear,Urban,42,16,10,4,3,47
14,0,Clear,Highway,45,15,5,3,2,45
4,1,Clear,Highway,74,7,3,1,1,4
9,1,Rain,Highway,46,45,18,5,5,48
12,0,Clear,Urban,81,12,10,1,2,33
16,0,Clear,Urban,44,23,13,4,4,48
20,0,Fog,Urban,61,23,14,4,4,18
15,1,Rain,Urban,88,21,12,3,2,18
17,0,Clear,Urban,51,39,17,4,3,52
18,0,Clear,Urban,40,58,23,7,3,69
11,0,Clear,Suburban,54,15,13,1,4,49
3,0,Clear,Highway,87,7,2,1,1,14
12,1,Rain,Urban,79,14,10,3,3,12
7,0,Rain,Suburban,59,34,15,5,3,56
9,0,Clear,Suburban,23,42,24,6,4,73
4,0,Clear,Urban,68,4,3,1,2,7
13,0,Clear,Suburban,54,17,7,3,4,43
7,1,Clear,Urban,46,47,24,6,4,42
3,1,Clear,Suburban,89,8,2,0,1,10
19,0,Clear,Urban,24,47,22,3,5,85
3,0,Rain,Urban,73,7,3,0,1,4
12,0,Rain,Urban,61,28,8,3,2,38
22,0,Clear,Urban,55,26,8,4,2,43
17,1,Clear,Urban,84,44,16,7,6,37
3,0,Clear,Urban,63,9,3,0,2,7
16,0,Clear,Highway,87,28,5,3,3,21
3,0,Rain,Highway,87,4,4,1,1,12
1,0,Rain,Suburban,88,10,4,1,2,14
17,0,Clear,Highway,34,49,19,3,2,89
11,1,Clear,Highway,71,10,7,4,4,26
11,0,Clear,Urban,50,12,11,2,3,48
8,1,Clear,Urban,41,39,18,5,6,48
11,1,Fog,Highway,88,16,7,3,2,8
6,1,Clear,Urban,74,10,11,1,4,14
5,0,Clear,Highway,89,5,2,0,2,8
19,0,Clear,Suburban,57,31,18,5,6,51
21,0,Clear,Urban,69,13,10,4,4,34
1,1,Clear,Highway,68,4,1,0,1,8
22,0,Fog,Suburban,87,27,9,1,2,24
1,0,Clear,Highway,66,9,2,1,1,12
2,1,Clear,Highway,72,8,4,0,1,11
7,1,Clear,Urban,56,45,11,5,6,57
12,0,Clear,Urban,83,22,13,2,2,37
18,0,Clear,Highway,38,42,17,7,5,75
8,0,Clear,Highway,56,58,22,3,2,50
6,0,Clear,Suburban,88,18,5,2,2,21
23,0,Clear,Suburban,50,24,8,1,3,46
10,0,Clear,Urban,70,24,9,4,4,37
2,1,Clear,Highway,67,5,1,1,1,3
21,0,Clear,Suburban,85,18,7,4,3,22
9,0,Clear,Suburban,54,48,24,6,2,64
9,0,Clear,Urban,55,50,16,4,6,62
2,0,Clear,Suburban,64,11,2,0,2,14
21,0,Fog,Urban,74,15,8,4,2,27
3,1,Clear,Urban,88,6,2,0,1,4
11,0,Rain,Urban,72,25,14,3,4,34
11,0,Clear,Urban,46,20,14,1,2,48
11,0,Rain,Urban,68,18,8,4,3,21
8,1,Rain,Suburban,46,44,11,6,5,44
21,0,Clear,Suburban,86,20,5,1,4,40
2,0,Clear,Suburban,87,9,1,1,1,16
12,0,Clear,Urban,48,21,6,1,3,42
10,1,Clear,Highway,60,22,12,3,2,17
3,0,Clear,Suburban,63,4,2,1,1,15
12,0,Clear,Urban,40,17,13,4,3,41
13,0,Rain,Urban,89,25,9,1,4,21
19,1,Clear,Suburban,55,37,20,6,3,46
16,0,Clear,Urban,63,23,7,1,2,20
8,1,Clear,Suburban,75,28,24,6,4,38
10,0,Fog,Highway,64,27,10,2,2,22
23,1,Rain,Suburban,68,19,9,2,3,24
2,1,Clear,Highway,65,4,2,1,1,7
15,0,Fog,Urban,76,16,6,2,2,13
23,0,Clear,Urban,62,22,10,3,2,22
2,0,Clear,Urban,64,3,3,0,2,18
18,0,Rain,Highway,71,54,24,4,3,40
18,1,Clear,Urban,58,38,19,6,5,67
4,0,Clear,Urban,87,10,4,1,1,16
4,1,Clear,Urban,75,5,3,1,1,8
16,0,Clear,Highway,85,29,6,4,4,34
0,1,Rain,Highway,78,3,2,0,2,6
17,1,Clear,Urban,40,42,18,5,2,65
9,1,Clear,Suburban,43,44,21,3,3,45
5,0,Clear,Highway,85,9,2,0,2,15
20,0,Clear,Highway,48,13,5,3,2,47
14,0,Clear,Suburban,43,16,11,4,4,47
23,1,Clear,Urban,63,16,10,3,2,21
20,1,Rain,Urban,84,17,7,4,3,21
6,0,Clear,Highway,78,25,13,3,3,31
16,0,Clear,Suburban,61,22,10,4,2,40
9,1,Clear,Highway,41,40,24,3,3,59
21,0,Clear,Highway,68,25,9,4,3,25
2,0,Rain,Highway,75,9,3,1,2,5
